Date,ISO,Country,Status
8/6/2020,IRN,Iran (Islamic Republic of),Closed due to COVID-19
8/6/2020,IRQ,Iraq,Closed due to COVID-19
8/6/2020,ISL,Iceland,Fully open
8/6/2020,ISR,Israel,Fully open
8/6/2020,ITA,Italy,Closed due to COVID-19
8/6/2020,JAM,Jamaica,Closed due to COVID-19
8/6/2020,JOR,Jordan,Closed due to COVID-19
8/6/2020,JPN,Japan,Fully open
8/6/2020,KAZ,Kazakhstan,Academic break
8/6/2020,KEN,Kenya,Closed due to COVID-19
8/6/2020,KGZ,Kyrgyzstan ,Academic break
8/6/2020,KHM,Cambodia,Closed due to COVID-19
8/6/2020,KIR,Kiribati,Fully open
8/6/2020,KNA,Saint Kitts and Nevis,Closed due to COVID-19
8/6/2020,KOR,Republic of Korea,Fully open
8/6/2020,KWT,Kuwait,Closed due to COVID-19
8/6/2020,LAO,Lao PDR,Fully open
8/6/2020,LBN,Lebanon,Closed due to COVID-19
8/6/2020,LBR,Liberia,Closed due to COVID-19
8/6/2020,LBY,Libya,Closed due to COVID-19
8/6/2020,LCA,Saint Lucia,Partially open
8/6/2020,LIE,Liechtenstein,Partially open
8/6/2020,LKA,Sri Lanka,Closed due to COVID-19
8/6/2020,LSO,Lesotho,Partially open
8/6/2020,LTU,Lithuania,Fully open
8/6/2020,LUX,Luxembourg,Fully open
8/6/2020,LVA,Latvia,Academic break
8/6/2020,MAR,Morocco,Closed due to COVID-19
8/6/2020,MCO,Monaco,Fully open
8/6/2020,MDA,Republic of Moldova,Closed due to COVID-19
8/6/2020,MDG,Madagascar,Partially open
8/6/2020,MDV,Maldives,Closed due to COVID-19
8/6/2020,MEX,Mexico,Closed due to COVID-19
8/6/2020,MHL,Marshall Islands,Academic break
8/6/2020,MKD,North Macedonia,Closed due to COVID-19
8/6/2020,MLI,Mali,Partially open
8/6/2020,MLT,Malta,Closed due to COVID-19
8/6/2020,MMR,Myanmar,Closed due to COVID-19
8/6/2020,MNE,Montenegro ,Closed due to COVID-19
8/6/2020,MNG,Mongolia,Closed due to COVID-19
8/6/2020,MOZ,Mozambique,Closed due to COVID-19
8/6/2020,MRT,Mauritania ,Closed due to COVID-19
8/6/2020,MSR,Montserrat,Closed due to COVID-19
8/6/2020,MUS,Mauritius,Closed due to COVID-19
8/6/2020,MWI,Malawi ,Closed due to COVID-19
8/6/2020,MYS,Malaysia,Closed due to COVID-19
8/6/2020,NAM,Namibia  ,Partially open
8/6/2020,NER,Niger,Closed due to COVID-19
8/6/2020,NGA,Nigeria,Closed due to COVID-19
8/6/2020,NIC,Nicaragua,Fully open
8/6/2020,NIU,Niue,Fully open
8/6/2020,NLD,Netherlands,Fully open
8/6/2020,NOR,Norway,Fully open
8/6/2020,NPL,Nepal,Closed due to COVID-19
8/6/2020,NRU,Nauru,Fully open
8/6/2020,NZL,New Zealand,Fully open
8/6/2020,OMN,Oman,Academic break
8/6/2020,PAK,Pakistan ,Closed due to COVID-19
8/6/2020,PAN,Panama,Closed due to COVID-19
8/6/2020,PER,Peru,Closed due to COVID-19
8/6/2020,PHL,Philippines,Academic break
8/6/2020,PLW,Palau,Academic break
8/6/2020,PNG,Papua New Guinea,Fully open
8/6/2020,POL,Poland,Partially open
8/6/2020,PRK,Democratic People's Republic of Korea,Fully open
8/6/2020,PRT,Portugal,Partially open
8/6/2020,PRY,Paraguay ,Closed due to COVID-19
8/6/2020,PSE,Palestine,Closed due to COVID-19
8/6/2020,QAT,Qatar,Closed due to COVID-19
8/6/2020,ROU,Romania,Closed due to COVID-19
8/6/2020,RUS,Russian Federation,Partially open
8/6/2020,RWA,Rwanda ,Closed due to COVID-19
8/6/2020,SAU,Saudi Arabia,Closed due to COVID-19
8/6/2020,SDN,Sudan,Academic break
8/6/2020,SEN,Senegal,Closed due to COVID-19
8/6/2020,SGP,Singapore,Partially open
8/6/2020,SJM,Svalbard,Fully open
8/6/2020,SLB,Solomon Islands,Fully open
8/6/2020,SLE,Sierra Leone,Closed due to COVID-19
8/6/2020,SLV,El Salvador,Closed due to COVID-19
8/6/2020,SMR,San Marino,Closed due to COVID-19
8/6/2020,SOM,Somalia,Closed due to COVID-19
8/6/2020,SRB,Serbia,Closed due to COVID-19
8/6/2020,SSD,South Sudan,Closed due to COVID-19
8/6/2020,STP,São Tomé and Príncipe,Academic break
8/6/2020,SUR,Suriname,Closed due to COVID-19
8/6/2020,SVK,Slovakia,Partially open
8/6/2020,SVN,Slovenia,Partially open
8/6/2020,SWE,Sweden,Fully open
8/6/2020,SWZ,Eswatini,Closed due to COVID-19
8/6/2020,SXM,Sint Marteen,Partially open
8/6/2020,SYC,Seychelles,Fully open
8/6/2020,SYR,Syrian Arab Republic,Academic break
8/6/2020,TCA,Turks and Caicos Island,Closed due to COVID-19
8/6/2020,TCD,Chad,Closed due to COVID-19
8/6/2020,TGO,Togo,Partially open
8/6/2020,THA,Thailand,Academic break
8/6/2020,TJK,Tajikistan,Academic break
8/6/2020,TKL,Tokelau,Fully open
8/6/2020,TKM,Turkmenistan,Academic break
8/6/2020,TLS,Timor-Leste,Closed due to COVID-19
8/6/2020,TON,Tonga,Fully open
8/6/2020,TTO,Trinidad and Tobago,Closed due to COVID-19
8/6/2020,TUN,Tunisia,Closed due to COVID-19
8/6/2020,TUR,Turkey,Academic break
8/6/2020,TUV,Tuvalu,Partially open
8/6/2020,TZA,United Republic of Tanzania,Partially open
8/6/2020,UGA,Uganda,Closed due to COVID-19
8/6/2020,UKR,Ukraine,Closed due to COVID-19
8/6/2020,URY,Uruguay,Partially open
8/6/2020,USA,United States of America,Partially open
8/6/2020,UZB,Uzbekistan,Academic break
8/6/2020,VCT,Saint Vincent and the Grenadines,Partially open
8/6/2020,VEN,Venezuela,Closed due to COVID-19
8/6/2020,VGB,British Virgin Islands,Partially open
8/6/2020,VNM,Viet Nam,Academic break
8/6/2020,VUT,Vanuatu,Fully open
8/6/2020,WSM,Samoa,Fully open
8/6/2020,YEM,Yemen,Closed due to COVID-19
8/6/2020,ZAF,South Africa,Partially open
8/6/2020,ZMB,Zambia,Partially open
8/6/2020,ZWE,Zimbabwe,Closed due to COVID-19
9/6/2020,ABW,Aruba,Fully open
9/6/2020,AFG,Afghanistan,Closed due to COVID-19
9/6/2020,AGO,Angola,Closed due to COVID-19
9/6/2020,AIA,Anguilla,Partially open
9/6/2020,ALB,Albania,Partially open
9/6/2020,AND,Andorra,Closed due to COVID-19
9/6/2020,ARE,United Arab Emirates,Closed due to COVID-19
9/6/2020,ARG,Argentina ,Closed due to COVID-19
9/6/2020,ARM,Armenia,Academic break
9/6/2020,ATG,Antigua and Barbuda,Closed due to COVID-19
9/6/2020,AUS,Australia,Fully open
9/6/2020,AUT,Austria,Fully open
9/6/2020,AZE,Azerbaijan,Academic break
9/6/2020,BDI,Burundi,Fully open
9/6/2020,BEL,Belgium,Partially open
9/6/2020,BEN,Benin,Partially open
9/6/2020,BFA,Burkina Faso ,Partially open
9/6/2020,BGD,Bangladesh,Closed due to COVID-19
9/6/2020,BGR,Bulgaria,Closed due to COVID-19
9/6/2020,BHR,Bahrain,Closed due to COVID-19
9/6/2020,BHS,Bahamas,Closed due to COVID-19
9/6/2020,BIH,Bosnia and Herzegovina,Academic break
9/6/2020,BLR,Belarus,Academic break
9/6/2020,BLZ,Belize,Closed due to COVID-19
9/6/2020,BMU,Bermuda,Closed due to COVID-19
9/6/2020,BOL,Bolivia (Plurinational State of),Closed due to COVID-19
9/6/2020,BRA,Brazil,Closed due to COVID-19
9/6/2020,BRB,Barbados,Partially open
9/6/2020,BRN,Brunei Darussalam,Partially open
9/6/2020,BTN,Bhutan,Closed due to COVID-19
9/6/2020,BWA,Botswana,Partially open
9/6/2020,CAF,Central African republic ,Closed due to COVID-19
9/6/2020,CAN,Canada,Closed due to COVID-19
9/6/2020,CHE,Switzerland,Fully open
9/6/2020,CHL,Chile,Closed due to COVID-19
9/6/2020,CHN,China,Partially open
9/6/2020,CIV,Cote d'Ivoire,Partially open
9/6/2020,CMR,Cameroon,Partially open
9/6/2020,COD,Democratic Republic of the Congo,Closed due to COVID-19
9/6/2020,COG,Congo,Partially open
9/6/2020,COK,Cook Islands,Fully open
9/6/2020,COL,Colombia,Closed due to COVID-19
9/6/2020,COM,Comoros,Closed due to COVID-19
9/6/2020,CPV,Cabo Verde,Closed due to COVID-19
9/6/2020,CRI,Costa Rica,Closed due to COVID-19
9/6/2020,CUB,Cuba,Closed due to COVID-19
9/6/2020,CUW,Curaçao,Fully open
9/6/2020,CYM,Cayman Islands,Closed due to COVID-19
9/6/2020,CYP,Cyprus,Fully open
9/6/2020,CZE,Czechia,Partially open
9/6/2020,DEU,Germany,Partially open
9/6/2020,DJI,Djibouti,Academic break
9/6/2020,DMA,Dominica,Closed due to COVID-19
9/6/2020,DNK,Denmark,Fully open
9/6/2020,DOM,Dominican Republic,Closed due to COVID-19
9/6/2020,DZA,Algeria,Closed due to COVID-19
9/6/2020,ECU,Ecuador,Closed due to COVID-19
9/6/2020,EGY,Egypt,Closed due to COVID-19
9/6/2020,ERI,Eritrea,Closed due to COVID-19
9/6/2020,ESP,Spain,Partially open
9/6/2020,EST,Estonia,Fully open
9/6/2020,ETH,Ethiopia,Closed due to COVID-19
9/6/2020,FIN,Finland,Academic break
9/6/2020,FJI,Fiji,Closed due to COVID-19
9/6/2020,FRA,France,Fully open
9/6/2020,FRO,Faroe Islands,Fully open
9/6/2020,FSM,Micronesia (Federated States of),Academic break
9/6/2020,GAB,Gabon,Closed due to COVID-19
9/6/2020,GBR,United Kingdom of Great Britain and Northern Ireland,Partially open
9/6/2020,GEO,Georgia,Closed due to COVID-19
9/6/2020,GHA,Ghana,Closed due to COVID-19
9/6/2020,GIB,Gibraltar,Partially open
9/6/2020,GIN,Guinea,Closed due to COVID-19
9/6/2020,GMB,Gambia,Closed due to COVID-19
9/6/2020,GNB,Guinea-Bissau,Closed due to COVID-19
9/6/2020,GNQ,Equatorial Guinea ,Closed due to COVID-19
9/6/2020,GRC,Greece,Partially open
9/6/2020,GRD,Grenada,Partially open
9/6/2020,GRL,Greenland,Fully open
9/6/2020,GTM,Guatemala,Closed due to COVID-19
9/6/2020,GUY,Guyana,Closed due to COVID-19
9/6/2020,HND,Honduras,Closed due to COVID-19
9/6/2020,HRV,Croatia,Fully open
9/6/2020,HTI,Haiti,Closed due to COVID-19
9/6/2020,HUN,Hungary,Closed due to COVID-19
9/6/2020,IDN,Indonesia,Closed due to COVID-19
9/6/2020,IND,India,Closed due to COVID-19
9/6/2020,IRL,Ireland,Closed due to COVID-19
9/6/2020,IRN,Iran (Islamic Republic of),Closed due to COVID-19
9/6/2020,IRQ,Iraq,Closed due to COVID-19
9/6/2020,ISL,Iceland,Fully open
9/6/2020,ISR,Israel,Fully open
9/6/2020,ITA,Italy,Closed due to COVID-19
9/6/2020,JAM,Jamaica,Closed due to COVID-19
9/6/2020,JOR,Jordan,Closed due to COVID-19
9/6/2020,JPN,Japan,Fully open
9/6/2020,KAZ,Kazakhstan,Academic break
9/6/2020,KEN,Kenya,Closed due to COVID-19
9/6/2020,KGZ,Kyrgyzstan ,Academic break
9/6/2020,KHM,Cambodia,Closed due to COVID-19
9/6/2020,KIR,Kiribati,Fully open
9/6/2020,KNA,Saint Kitts and Nevis,Closed due to COVID-19
9/6/2020,KOR,Republic of Korea,Fully open
9/6/2020,KWT,Kuwait,Closed due to COVID-19
9/6/2020,LAO,Lao PDR,Fully open
9/6/2020,LBN,Lebanon,Closed due to COVID-19
9/6/2020,LBR,Liberia,Closed due to COVID-19
9/6/2020,LBY,Libya,Closed due to COVID-19
9/6/2020,LCA,Saint Lucia,Partially open
9/6/2020,LIE,Liechtenstein,Partially open
9/6/2020,LKA,Sri Lanka,Closed due to COVID-19
9/6/2020,LSO,Lesotho,Partially open
9/6/2020,LTU,Lithuania,Fully open
9/6/2020,LUX,Luxembourg,Fully open
9/6/2020,LVA,Latvia,Academic break
9/6/2020,MAR,Morocco,Closed due to COVID-19
9/6/2020,MCO,Monaco,Fully open
9/6/2020,MDA,Republic of Moldova,Closed due to COVID-19
9/6/2020,MDG,Madagascar,Partially open
9/6/2020,MDV,Maldives,Closed due to COVID-19
9/6/2020,MEX,Mexico,Closed due to COVID-19
9/6/2020,MHL,Marshall Islands,Academic break
9/6/2020,MKD,North Macedonia,Closed due to COVID-19
9/6/2020,MLI,Mali,Partially open
9/6/2020,MLT,Malta,Closed due to COVID-19
9/6/2020,MMR,Myanmar,Closed due to COVID-19
9/6/2020,MNE,Montenegro ,Closed due to COVID-19
9/6/2020,MNG,Mongolia,Closed due to COVID-19
9/6/2020,MOZ,Mozambique,Closed due to COVID-19
9/6/2020,MRT,Mauritania ,Closed due to COVID-19
9/6/2020,MSR,Montserrat,Partially open
9/6/2020,MUS,Mauritius,Closed due to COVID-19
9/6/2020,MWI,Malawi ,Closed due to COVID-19
9/6/2020,MYS,Malaysia,Closed due to COVID-19
9/6/2020,NAM,Namibia  ,Partially open
9/6/2020,NER,Niger,Closed due to COVID-19
9/6/2020,NGA,Nigeria,Closed due to COVID-19
9/6/2020,NIC,Nicaragua,Fully open
9/6/2020,NIU,Niue,Fully open
9/6/2020,NLD,Netherlands,Fully open
9/6/2020,NOR,Norway,Fully open
9/6/2020,NPL,Nepal,Closed due to COVID-19
9/6/2020,NRU,Nauru,Fully open
9/6/2020,NZL,New Zealand,Fully open
9/6/2020,OMN,Oman,Academic break
9/6/2020,PAK,Pakistan ,Closed due to COVID-19
9/6/2020,PAN,Panama,Closed due to COVID-19
9/6/2020,PER,Peru,Closed due to COVID-19
9/6/2020,PHL,Philippines,Academic break
9/6/2020,PLW,Palau,Academic break
9/6/2020,PNG,Papua New Guinea,Fully open
9/6/2020,POL,Poland,Partially open
9/6/2020,PRK,Democratic People's Republic of Korea,Fully open
9/6/2020,PRT,Portugal,Partially open
9/6/2020,PRY,Paraguay ,Closed due to COVID-19
9/6/2020,PSE,Palestine,Closed due to COVID-19
9/6/2020,QAT,Qatar,Closed due to COVID-19
9/6/2020,ROU,Romania,Closed due to COVID-19
9/6/2020,RUS,Russian Federation,Partially open
9/6/2020,RWA,Rwanda ,Closed due to COVID-19
9/6/2020,SAU,Saudi Arabia,Closed due to COVID-19
9/6/2020,SDN,Sudan,Academic break
9/6/2020,SEN,Senegal,Closed due to COVID-19
9/6/2020,SGP,Singapore,Partially open
9/6/2020,SJM,Svalbard,Fully open
9/6/2020,SLB,Solomon Islands,Fully open
9/6/2020,SLE,Sierra Leone,Closed due to COVID-19
9/6/2020,SLV,El Salvador,Closed due to COVID-19
9/6/2020,SMR,San Marino,Closed due to COVID-19
9/6/2020,SOM,Somalia,Closed due to COVID-19
9/6/2020,SRB,Serbia,Closed due to COVID-19
9/6/2020,SSD,South Sudan,Closed due to COVID-19
9/6/2020,STP,São Tomé and Príncipe,Academic break
9/6/2020,SUR,Suriname,Closed due to COVID-19
9/6/2020,SVK,Slovakia,Partially open
9/6/2020,SVN,Slovenia,Partially open
9/6/2020,SWE,Sweden,Fully open
9/6/2020,SWZ,Eswatini,Closed due to COVID-19
9/6/2020,SXM,Sint Marteen,Partially open
9/6/2020,SYC,Seychelles,Fully open
9/6/2020,SYR,Syrian Arab Republic,Academic break
9/6/2020,TCA,Turks and Caicos Island,Closed due to COVID-19
9/6/2020,TCD,Chad,Closed due to COVID-19
9/6/2020,TGO,Togo,Partially open
9/6/2020,THA,Thailand,Academic break
9/6/2020,TJK,Tajikistan,Academic break
9/6/2020,TKL,Tokelau,Fully open
9/6/2020,TKM,Turkmenistan,Academic break
9/6/2020,TLS,Timor-Leste,Closed due to COVID-19
9/6/2020,TON,Tonga,Fully open
9/6/2020,TTO,Trinidad and Tobago,Closed due to COVID-19
9/6/2020,TUN,Tunisia,Closed due to COVID-19
9/6/2020,TUR,Turkey,Academic break
9/6/2020,TUV,Tuvalu,Partially open
9/6/2020,TZA,United Republic of Tanzania,Partially open
9/6/2020,UGA,Uganda,Closed due to COVID-19
9/6/2020,UKR,Ukraine,Closed due to COVID-19
9/6/2020,URY,Uruguay,Partially open
9/6/2020,USA,United States of America,Partially open
9/6/2020,UZB,Uzbekistan,Academic break
9/6/2020,VCT,Saint Vincent and the Grenadines,Partially open
9/6/2020,VEN,Venezuela,Closed due to COVID-19
9/6/2020,VGB,British Virgin Islands,Partially open
9/6/2020,VNM,Viet Nam,Academic break
9/6/2020,VUT,Vanuatu,Fully open
9/6/2020,WSM,Samoa,Fully open
9/6/2020,YEM,Yemen,Closed due to COVID-19
9/6/2020,ZAF,South Africa,Partially open
9/6/2020,ZMB,Zambia,Partially open
9/6/2020,ZWE,Zimbabwe,Closed due to COVID-19
10/6/2020,ABW,Aruba,Fully open
10/6/2020,AFG,Afghanistan,Closed due to COVID-19
10/6/2020,AGO,Angola,Closed due to COVID-19
10/6/2020,AIA,Anguilla,Partially open
10/6/2020,ALB,Albania,Partially open
10/6/2020,AND,Andorra,Closed due to COVID-19
10/6/2020,ARE,United Arab Emirates,Closed due to COVID-19
10/6/2020,ARG,Argentina ,Closed due to COVID-19
10/6/2020,ARM,Armenia,Academic break
10/6/2020,ATG,Antigua and Barbuda,Closed due to COVID-19
10/6/2020,AUS,Australia,Fully open
10/6/2020,AUT,Austria,Fully open
10/6/2020,AZE,Azerbaijan,Academic break
10/6/2020,BDI,Burundi,Fully open
10/6/2020,BEL,Belgium,Partially open
10/6/2020,BEN,Benin,Partially open
10/6/2020,BFA,Burkina Faso ,Partially open
10/6/2020,BGD,Bangladesh,Closed due to COVID-19
10/6/2020,BGR,Bulgaria,Closed due to COVID-19
10/6/2020,BHR,Bahrain,Closed due to COVID-19
10/6/2020,BHS,Bahamas,Closed due to COVID-19
10/6/2020,BIH,Bosnia and Herzegovina,Academic break
10/6/2020,BLR,Belarus,Academic break
10/6/2020,BLZ,Belize,Closed due to COVID-19
10/6/2020,BMU,Bermuda,Closed due to COVID-19
10/6/2020,BOL,Bolivia (Plurinational State of),Closed due to COVID-19
10/6/2020,BRA,Brazil,Closed due to COVID-19
10/6/2020,BRB,Barbados,Partially open
10/6/2020,BRN,Brunei Darussalam,Partially open
10/6/2020,BTN,Bhutan,Closed due to COVID-19
10/6/2020,BWA,Botswana,Partially open
10/6/2020,CAF,Central African republic ,Closed due to COVID-19
10/6/2020,CAN,Canada,Closed due to COVID-19
10/6/2020,CHE,Switzerland,Fully open
10/6/2020,CHL,Chile,Closed due to COVID-19
10/6/2020,CHN,China,Partially open
10/6/2020,CIV,Cote d'Ivoire,Partially open
10/6/2020,CMR,Cameroon,Partially open
10/6/2020,COD,Democratic Republic of the Congo,Closed due to COVID-19
10/6/2020,COG,Congo,Partially open
10/6/2020,COK,Cook Islands,Fully open
10/6/2020,COL,Colombia,Closed due to COVID-19
10/6/2020,COM,Comoros,Closed due to COVID-19
10/6/2020,CPV,Cabo Verde,Closed due to COVID-19
10/6/2020,CRI,Costa Rica,Closed due to COVID-19
10/6/2020,CUB,Cuba,Closed due to COVID-19
10/6/2020,CUW,Curaçao,Fully open
10/6/2020,CYM,Cayman Islands,Closed due to COVID-19
10/6/2020,CYP,Cyprus,Fully open
10/6/2020,CZE,Czechia,Partially open
10/6/2020,DEU,Germany,Partially open
10/6/2020,DJI,Djibouti,Academic break
10/6/2020,DMA,Dominica,Closed due to COVID-19
10/6/2020,DNK,Denmark,Fully open
10/6/2020,DOM,Dominican Republic,Closed due to COVID-19
10/6/2020,DZA,Algeria,Closed due to COVID-19
10/6/2020,ECU,Ecuador,Closed due to COVID-19
10/6/2020,EGY,Egypt,Closed due to COVID-19
10/6/2020,ERI,Eritrea,Closed due to COVID-19
10/6/2020,ESP,Spain,Partially open
10/6/2020,EST,Estonia,Fully open
10/6/2020,ETH,Ethiopia,Closed due to COVID-19
10/6/2020,FIN,Finland,Academic break
10/6/2020,FJI,Fiji,Closed due to COVID-19
10/6/2020,FRA,France,Fully open
10/6/2020,FRO,Faroe Islands,Fully open
10/6/2020,FSM,Micronesia (Federated States of),Academic break
10/6/2020,GAB,Gabon,Closed due to COVID-19
10/6/2020,GBR,United Kingdom of Great Britain and Northern Ireland,Partially open
10/6/2020,GEO,Georgia,Closed due to COVID-19
10/6/2020,GHA,Ghana,Closed due to COVID-19
10/6/2020,GIB,Gibraltar,Partially open
10/6/2020,GIN,Guinea,Closed due to COVID-19
10/6/2020,GMB,Gambia,Closed due to COVID-19
10/6/2020,GNB,Guinea-Bissau,Closed due to COVID-19
10/6/2020,GNQ,Equatorial Guinea ,Closed due to COVID-19
10/6/2020,GRC,Greece,Partially open
10/6/2020,GRD,Grenada,Partially open
10/6/2020,GRL,Greenland,Fully open
10/6/2020,GTM,Guatemala,Closed due to COVID-19
10/6/2020,GUY,Guyana,Closed due to COVID-19
10/6/2020,HND,Honduras,Closed due to COVID-19
10/6/2020,HRV,Croatia,Fully open
10/6/2020,HTI,Haiti,Closed due to COVID-19
10/6/2020,HUN,Hungary,Closed due to COVID-19
10/6/2020,IDN,Indonesia,Closed due to COVID-19
10/6/2020,IND,India,Closed due to COVID-19
10/6/2020,IRL,Ireland,Closed due to COVID-19
10/6/2020,IRN,Iran (Islamic Republic of),Closed due to COVID-19
10/6/2020,IRQ,Iraq,Closed due to COVID-19
10/6/2020,ISL,Iceland,Fully open
10/6/2020,ISR,Israel,Fully open
10/6/2020,ITA,Italy,Closed due to COVID-19
10/6/2020,JAM,Jamaica,Closed due to COVID-19
10/6/2020,JOR,Jordan,Closed due to COVID-19
10/6/2020,JPN,Japan,Fully open
10/6/2020,KAZ,Kazakhstan,Academic break
10/6/2020,KEN,Kenya,Closed due to COVID-19
10/6/2020,KGZ,Kyrgyzstan ,Academic break
10/6/2020,KHM,Cambodia,Closed due to COVID-19
10/6/2020,KIR,Kiribati,Fully open
10/6/2020,KNA,Saint Kitts and Nevis,Closed due to COVID-19
10/6/2020,KOR,Republic of Korea,Fully open
10/6/2020,KWT,Kuwait,Closed due to COVID-19
10/6/2020,LAO,Lao PDR,Fully open
10/6/2020,LBN,Lebanon,Closed due to COVID-19
10/6/2020,LBR,Liberia,Closed due to COVID-19
10/6/2020,LBY,Libya,Closed due to COVID-19
10/6/2020,LCA,Saint Lucia,Partially open
10/6/2020,LIE,Liechtenstein,Partially open
10/6/2020,LKA,Sri Lanka,Closed due to COVID-19
10/6/2020,LSO,Lesotho,Partially open
10/6/2020,LTU,Lithuania,Fully open
10/6/2020,LUX,Luxembourg,Fully open
10/6/2020,LVA,Latvia,Academic break
10/6/2020,MAR,Morocco,Closed due to COVID-19
10/6/2020,MCO,Monaco,Fully open
10/6/2020,MDA,Republic of Moldova,Closed due to COVID-19
10/6/2020,MDG,Madagascar,Partially open
10/6/2020,MDV,Maldives,Closed due to COVID-19
10/6/2020,MEX,Mexico,Closed due to COVID-19
10/6/2020,MHL,Marshall Islands,Academic break
10/6/2020,MKD,North Macedonia,Closed due to COVID-19
10/6/2020,MLI,Mali,Partially open
10/6/2020,MLT,Malta,Closed due to COVID-19
10/6/2020,MMR,Myanmar,Closed due to COVID-19
10/6/2020,MNE,Montenegro ,Closed due to COVID-19
10/6/2020,MNG,Mongolia,Closed due to COVID-19
10/6/2020,MOZ,Mozambique,Closed due to COVID-19
10/6/2020,MRT,Mauritania ,Closed due to COVID-19
10/6/2020,MSR,Montserrat,Partially open
10/6/2020,MUS,Mauritius,Closed due to COVID-19
10/6/2020,MWI,Malawi ,Closed due to COVID-19
10/6/2020,MYS,Malaysia,Closed due to COVID-19
10/6/2020,NAM,Namibia  ,Partially open
10/6/2020,NER,Niger,Closed due to COVID-19
10/6/2020,NGA,Nigeria,Closed due to COVID-19
10/6/2020,NIC,Nicaragua,Fully open
10/6/2020,NIU,Niue,Fully open
10/6/2020,NLD,Netherlands,Fully open
10/6/2020,NOR,Norway,Fully open
10/6/2020,NPL,Nepal,Closed due to COVID-19
10/6/2020,NRU,Nauru,Fully open
10/6/2020,NZL,New Zealand,Fully open
10/6/2020,OMN,Oman,Academic break
10/6/2020,PAK,Pakistan ,Closed due to COVID-19
10/6/2020,PAN,Panama,Closed due to COVID-19
10/6/2020,PER,Peru,Closed due to COVID-19
10/6/2020,PHL,Philippines,Academic break
10/6/2020,PLW,Palau,Academic break
10/6/2020,PNG,Papua New Guinea,Fully open
10/6/2020,POL,Poland,Partially open
10/6/2020,PRK,Democratic People's Republic of Korea,Fully open
10/6/2020,PRT,Portugal,Partially open
10/6/2020,PRY,Paraguay ,Closed due to COVID-19
10/6/2020,PSE,Palestine,Closed due to COVID-19
10/6/2020,QAT,Qatar,Closed due to COVID-19
10/6/2020,ROU,Romania,Closed due to COVID-19
10/6/2020,RUS,Russian Federation,Partially open
10/6/2020,RWA,Rwanda ,Closed due to COVID-19
10/6/2020,SAU,Saudi Arabia,Closed due to COVID-19
10/6/2020,SDN,Sudan,Academic break
10/6/2020,SEN,Senegal,Closed due to COVID-19
10/6/2020,SGP,Singapore,Partially open
10/6/2020,SJM,Svalbard,Fully open
10/6/2020,SLB,Solomon Islands,Fully open
10/6/2020,SLE,Sierra Leone,Closed due to COVID-19
10/6/2020,SLV,El Salvador,Closed due to COVID-19
10/6/2020,SMR,San Marino,Closed due to COVID-19
10/6/2020,SOM,Somalia,Closed due to COVID-19
10/6/2020,SRB,Serbia,Closed due to COVID-19
10/6/2020,SSD,South Sudan,Closed due to COVID-19
10/6/2020,STP,São Tomé and Príncipe,Academic break
10/6/2020,SUR,Suriname,Closed due to COVID-19
10/6/2020,SVK,Slovakia,Partially open
10/6/2020,SVN,Slovenia,Partially open
10/6/2020,SWE,Sweden,Fully open
10/6/2020,SWZ,Eswatini,Closed due to COVID-19
10/6/2020,SXM,Sint Marteen,Partially open
10/6/2020,SYC,Seychelles,Fully open
10/6/2020,SYR,Syrian Arab Republic,Academic break
10/6/2020,TCA,Turks and Caicos Island,Closed due to COVID-19
